action_type,combined_shot_type,game_id,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,game_date,matchup,opponent
Jump Shot,Jump Shot,20900045,8,1,0,9-Oct,23,13,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,7,1,0,9-Oct,21,17,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/1,LAL vs. ATL,ATL
Driving Layup Shot,Layup,20900045,6,1,0,9-Oct,38,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Turnaround Jump Shot,Jump Shot,20900045,5,1,0,9-Oct,19,12,1,2PT Field Goal,Left Side(L),Mid-Range,2009/11/1,LAL vs. ATL,ATL
Turnaround Fadeaway shot,Jump Shot,20900045,4,1,0,9-Oct,7,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,3,1,0,9-Oct,16,15,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/1,LAL vs. ATL,ATL
Turnaround Jump Shot,Jump Shot,20900045,2,1,0,9-Oct,31,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,2,1,0,9-Oct,5,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/1,LAL vs. ATL,ATL
Layup Shot,Layup,20900045,0,1,0,9-Oct,58,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,0,1,0,9-Oct,32,23,1,3PT Field Goal,Left Side(L),Left Corner 3,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,0,1,0,9-Oct,0,21,0,2PT Field Goal,Center(C),Mid-Range,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,6,2,0,9-Oct,9,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/1,LAL vs. ATL,ATL
Fadeaway Jump Shot,Jump Shot,20900045,2,2,0,9-Oct,49,12,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2009/11/1,LAL vs. ATL,ATL
Layup Shot,Layup,20900045,1,2,0,9-Oct,52,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Fadeaway Jump Shot,Jump Shot,20900045,1,2,0,9-Oct,10,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/1,LAL vs. ATL,ATL
Driving Layup Shot,Layup,20900045,0,2,0,9-Oct,28,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,10,3,0,9-Oct,31,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/1,LAL vs. ATL,ATL
Slam Dunk Shot,Dunk,20900045,7,3,0,9-Oct,14,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Slam Dunk Shot,Dunk,20900045,6,3,0,9-Oct,17,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,5,3,0,9-Oct,46,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/11/1,LAL vs. ATL,ATL
Driving Layup Shot,Layup,20900045,5,3,0,9-Oct,43,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Fadeaway Jump Shot,Jump Shot,20900045,2,3,0,9-Oct,45,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2009/11/1,LAL vs. ATL,ATL
Reverse Slam Dunk Shot,Dunk,20900045,0,3,0,9-Oct,58,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,6,4,0,9-Oct,25,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/11/1,LAL vs. ATL,ATL
Driving Layup Shot,Layup,20900045,5,4,0,9-Oct,38,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Layup Shot,Layup,20900045,4,4,0,9-Oct,13,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Layup Shot,Layup,20900045,2,4,0,9-Oct,34,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900045,1,4,0,9-Oct,25,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/11/1,LAL vs. ATL,ATL
Jump Shot,Jump Shot,20900057,10,1,0,9-Oct,40,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/3,LAL @ OKC,OKC
Fadeaway Jump Shot,Jump Shot,20900057,9,1,0,9-Oct,38,11,1,2PT Field Goal,Right Side(R),Mid-Range,2009/11/3,LAL @ OKC,OKC
Floating Jump shot,Jump Shot,20900057,4,1,0,9-Oct,8,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/3,LAL @ OKC,OKC
Jump Shot,Jump Shot,20900057,3,1,0,9-Oct,31,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/11/3,LAL @ OKC,OKC
Fadeaway Jump Shot,Jump Shot,20900057,2,1,0,9-Oct,4,13,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/3,LAL @ OKC,OKC
Jump Shot,Jump Shot,20900057,4,2,0,9-Oct,48,13,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/3,LAL @ OKC,OKC
Jump Shot,Jump Shot,20900057,3,2,0,9-Oct,57,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/3,LAL @ OKC,OKC
Layup Shot,Layup,20900057,2,2,0,9-Oct,3,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/3,LAL @ OKC,OKC
Layup Shot,Layup,20900057,0,2,0,9-Oct,0,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/3,LAL @ OKC,OKC
Jump Bank Shot,Jump Shot,20900057,10,3,0,9-Oct,34,11,1,2PT Field Goal,Left Side(L),Mid-Range,2009/11/3,LAL @ OKC,OKC
Floating Jump shot,Jump Shot,20900057,6,3,0,9-Oct,14,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2009/11/3,LAL @ OKC,OKC
Jump Shot,Jump Shot,20900057,5,3,0,9-Oct,2,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/3,LAL @ OKC,OKC
Jump Shot,Jump Shot,20900057,0,3,0,9-Oct,53,21,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/3,LAL @ OKC,OKC
Floating Jump shot,Jump Shot,20900057,6,4,0,9-Oct,36,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/3,LAL @ OKC,OKC
Jump Shot,Jump Shot,20900057,5,4,0,9-Oct,8,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/11/3,LAL @ OKC,OKC
Jump Shot,Jump Shot,20900057,4,4,0,9-Oct,23,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/3,LAL @ OKC,OKC
Floating Jump shot,Jump Shot,20900057,3,4,0,9-Oct,22,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/3,LAL @ OKC,OKC
Turnaround Fadeaway shot,Jump Shot,20900057,2,4,0,9-Oct,8,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/3,LAL @ OKC,OKC
Fadeaway Bank shot,Jump Shot,20900057,1,4,0,9-Oct,29,9,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/3,LAL @ OKC,OKC
Jump Shot,Jump Shot,20900057,0,4,0,9-Oct,25,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/11/3,LAL @ OKC,OKC
Fadeaway Jump Shot,Jump Shot,20900057,2,5,0,9-Oct,29,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/11/3,LAL @ OKC,OKC
Jump Shot,Jump Shot,20900057,0,5,0,9-Oct,38,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/11/3,LAL @ OKC,OKC
Turnaround Fadeaway shot,Jump Shot,20900066,11,1,0,9-Oct,45,12,1,2PT Field Goal,Left Side(L),Mid-Range,2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900066,11,1,0,9-Oct,18,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/4,LAL @ HOU,HOU
Turnaround Fadeaway shot,Jump Shot,20900066,10,1,0,9-Oct,8,11,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2009/11/4,LAL @ HOU,HOU
Running Jump Shot,Jump Shot,20900066,8,1,0,9-Oct,35,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900066,6,1,0,9-Oct,37,18,1,2PT Field Goal,Right Side(R),Mid-Range,2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900066,6,1,0,9-Oct,8,12,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/4,LAL @ HOU,HOU
Turnaround Fadeaway shot,Jump Shot,20900066,4,1,0,9-Oct,16,11,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900066,2,1,0,9-Oct,51,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900066,10,2,0,9-Oct,28,19,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/4,LAL @ HOU,HOU
Turnaround Bank shot,Bank Shot,20900066,10,2,0,9-Oct,1,11,1,2PT Field Goal,Right Side(R),Mid-Range,2009/11/4,LAL @ HOU,HOU
Step Back Jump shot,Jump Shot,20900066,7,2,0,9-Oct,51,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/11/4,LAL @ HOU,HOU
Turnaround Fadeaway shot,Jump Shot,20900066,5,2,0,9-Oct,43,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/4,LAL @ HOU,HOU
Layup Shot,Layup,20900066,5,2,0,9-Oct,7,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/4,LAL @ HOU,HOU
Layup Shot,Layup,20900066,3,2,0,9-Oct,56,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/4,LAL @ HOU,HOU
Turnaround Jump Shot,Jump Shot,20900066,10,3,0,9-Oct,14,10,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/4,LAL @ HOU,HOU
Layup Shot,Layup,20900066,7,3,0,9-Oct,53,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/4,LAL @ HOU,HOU
Turnaround Fadeaway shot,Jump Shot,20900066,5,3,0,9-Oct,19,13,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900066,3,3,0,9-Oct,42,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900066,1,3,0,9-Oct,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/11/4,LAL @ HOU,HOU
Driving Layup Shot,Layup,20900066,0,3,0,9-Oct,14,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/4,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,20900066,7,4,0,9-Oct,12,19,1,2PT Field Goal,Center(C),Mid-Range,2009/11/4,LAL @ HOU,HOU
Turnaround Fadeaway shot,Jump Shot,20900066,5,4,0,9-Oct,20,11,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900066,4,4,0,9-Oct,44,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/11/4,LAL @ HOU,HOU
Layup Shot,Layup,20900066,3,4,0,9-Oct,50,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/4,LAL @ HOU,HOU
Turnaround Fadeaway shot,Jump Shot,20900066,2,4,0,9-Oct,41,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900066,4,5,0,9-Oct,20,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/4,LAL @ HOU,HOU
Layup Shot,Layup,20900066,3,5,0,9-Oct,43,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/4,LAL @ HOU,HOU
Turnaround Fadeaway shot,Jump Shot,20900066,2,5,0,9-Oct,7,15,1,2PT Field Goal,Left Side(L),Mid-Range,2009/11/4,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,20900066,1,5,0,9-Oct,30,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/4,LAL @ HOU,HOU
Turnaround Fadeaway shot,Jump Shot,20900066,0,5,0,9-Oct,47,13,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/4,LAL @ HOU,HOU
Jump Shot,Jump Shot,20900083,11,1,0,9-Oct,16,13,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/6,LAL vs. MEM,MEM
Slam Dunk Shot,Dunk,20900083,11,1,0,9-Oct,6,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Driving Dunk Shot,Dunk,20900083,10,1,0,9-Oct,12,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Layup Shot,Layup,20900083,9,1,0,9-Oct,19,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20900083,7,1,0,9-Oct,15,9,1,2PT Field Goal,Right Side(R),Mid-Range,2009/11/6,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20900083,6,1,0,9-Oct,33,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/6,LAL vs. MEM,MEM
Driving Layup Shot,Layup,20900083,6,1,0,9-Oct,10,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20900083,3,1,0,9-Oct,43,17,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/6,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20900083,2,1,0,9-Oct,36,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/6,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20900083,5,2,0,9-Oct,2,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/6,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20900083,4,2,0,9-Oct,14,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/6,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20900083,3,2,0,9-Oct,43,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/6,LAL vs. MEM,MEM
Layup Shot,Layup,20900083,2,2,0,9-Oct,5,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Alley Oop Dunk Shot,Dunk,20900083,1,2,0,9-Oct,14,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Reverse Layup Shot,Layup,20900083,11,3,0,9-Oct,44,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Driving Layup Shot,Layup,20900083,11,3,0,9-Oct,19,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Layup Shot,Layup,20900083,8,3,0,9-Oct,9,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Driving Dunk Shot,Dunk,20900083,7,3,0,9-Oct,14,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20900083,6,3,0,9-Oct,38,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/6,LAL vs. MEM,MEM
Slam Dunk Shot,Dunk,20900083,6,3,0,9-Oct,2,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Turnaround Jump Shot,Jump Shot,20900083,1,3,0,9-Oct,33,17,1,2PT Field Goal,Left Side(L),Mid-Range,2009/11/6,LAL vs. MEM,MEM
Layup Shot,Layup,20900083,0,3,0,9-Oct,43,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Jump Bank Shot,Jump Shot,20900083,0,3,0,9-Oct,41,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/6,LAL vs. MEM,MEM
Fadeaway Jump Shot,Jump Shot,20900083,0,3,0,9-Oct,1,20,0,2PT Field Goal,Center(C),Mid-Range,2009/11/6,LAL vs. MEM,MEM
Turnaround Jump Shot,Jump Shot,20900083,5,4,0,9-Oct,32,8,1,2PT Field Goal,Right Side(R),Mid-Range,2009/11/6,LAL vs. MEM,MEM
Turnaround Jump Shot,Jump Shot,20900083,4,4,0,9-Oct,26,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/6,LAL vs. MEM,MEM
Turnaround Fadeaway shot,Jump Shot,20900083,3,4,0,9-Oct,39,9,1,2PT Field Goal,Right Side(R),Mid-Range,2009/11/6,LAL vs. MEM,MEM
Jump Shot,Jump Shot,20900083,3,4,0,9-Oct,12,15,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/6,LAL vs. MEM,MEM
Turnaround Fadeaway shot,Jump Shot,20900083,1,4,0,9-Oct,59,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/6,LAL vs. MEM,MEM
Turnaround Jump Shot,Jump Shot,20900083,1,4,0,9-Oct,29,3,1,2PT Field Goal,Center(C),Restricted Area,2009/11/6,LAL vs. MEM,MEM
Driving Layup Shot,Layup,20900097,11,1,0,9-Oct,47,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/8,LAL vs. NOH,NOH
Turnaround Fadeaway shot,Jump Shot,20900097,9,1,0,9-Oct,28,16,1,2PT Field Goal,Center(C),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Jump Shot,Jump Shot,20900097,9,1,0,9-Oct,6,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Slam Dunk Shot,Dunk,20900097,8,1,0,9-Oct,30,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/8,LAL vs. NOH,NOH
Jump Shot,Jump Shot,20900097,6,1,0,9-Oct,58,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/11/8,LAL vs. NOH,NOH
Jump Shot,Jump Shot,20900097,6,1,0,9-Oct,49,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Driving Finger Roll Layup Shot,Layup,20900097,6,1,0,9-Oct,2,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/8,LAL vs. NOH,NOH
Jump Shot,Jump Shot,20900097,5,1,0,9-Oct,26,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Turnaround Fadeaway shot,Jump Shot,20900097,3,1,0,9-Oct,50,10,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Turnaround Jump Shot,Jump Shot,20900097,2,1,0,9-Oct,15,8,1,2PT Field Goal,Right Side(R),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Turnaround Fadeaway shot,Jump Shot,20900097,7,2,0,9-Oct,19,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/8,LAL vs. NOH,NOH
Jump Shot,Jump Shot,20900097,5,2,0,9-Oct,49,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/11/8,LAL vs. NOH,NOH
Turnaround Fadeaway shot,Jump Shot,20900097,5,2,0,9-Oct,4,11,1,2PT Field Goal,Left Side(L),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Turnaround Fadeaway shot,Jump Shot,20900097,4,2,0,9-Oct,28,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Layup Shot,Layup,20900097,3,2,0,9-Oct,3,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/8,LAL vs. NOH,NOH
Turnaround Bank shot,Bank Shot,20900097,2,2,0,9-Oct,3,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/8,LAL vs. NOH,NOH
Turnaround Fadeaway shot,Jump Shot,20900097,6,3,0,9-Oct,22,15,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Layup Shot,Layup,20900097,5,3,0,9-Oct,40,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/8,LAL vs. NOH,NOH
Jump Shot,Jump Shot,20900097,5,3,0,9-Oct,13,18,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Jump Shot,Jump Shot,20900097,10,4,0,9-Oct,36,12,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Turnaround Fadeaway shot,Jump Shot,20900097,7,4,0,9-Oct,55,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/11/8,LAL vs. NOH,NOH
Turnaround Fadeaway shot,Jump Shot,20900123,11,1,0,9-Oct,21,13,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/12,LAL vs. PHX,PHX
Hook Shot,Hook Shot,20900123,9,1,0,9-Oct,20,3,0,2PT Field Goal,Center(C),Restricted Area,2009/11/12,LAL vs. PHX,PHX
Turnaround Fadeaway shot,Jump Shot,20900123,7,1,0,9-Oct,54,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/12,LAL vs. PHX,PHX
Jump Shot,Jump Shot,20900123,6,1,0,9-Oct,31,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/12,LAL vs. PHX,PHX
Driving Finger Roll Layup Shot,Layup,20900123,6,1,0,9-Oct,4,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/12,LAL vs. PHX,PHX
Driving Layup Shot,Layup,20900123,4,1,0,9-Oct,23,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/12,LAL vs. PHX,PHX
Jump Shot,Jump Shot,20900123,3,1,0,9-Oct,36,10,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/12,LAL vs. PHX,PHX
Reverse Layup Shot,Layup,20900123,2,1,0,9-Oct,6,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/12,LAL vs. PHX,PHX
Turnaround Fadeaway shot,Jump Shot,20900123,0,1,0,9-Oct,7,22,0,2PT Field Goal,Center(C),Mid-Range,2009/11/12,LAL vs. PHX,PHX
Turnaround Fadeaway shot,Jump Shot,20900123,6,2,0,9-Oct,8,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/12,LAL vs. PHX,PHX
Driving Finger Roll Layup Shot,Layup,20900123,5,2,0,9-Oct,12,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/12,LAL vs. PHX,PHX
Turnaround Jump Shot,Jump Shot,20900123,3,2,0,9-Oct,58,18,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/12,LAL vs. PHX,PHX
Jump Shot,Jump Shot,20900123,2,2,0,9-Oct,33,11,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2009/11/12,LAL vs. PHX,PHX
Driving Dunk Shot,Dunk,20900123,0,2,0,9-Oct,35,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/12,LAL vs. PHX,PHX
Layup Shot,Layup,20900123,11,3,0,9-Oct,43,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/12,LAL vs. PHX,PHX
Pullup Jump shot,Jump Shot,20900123,11,3,0,9-Oct,22,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/12,LAL vs. PHX,PHX
Alley Oop Dunk Shot,Dunk,20900123,5,3,0,9-Oct,37,0,1,2PT Field Goal,Center(C),Restricted Area,2009/11/12,LAL vs. PHX,PHX
Turnaround Fadeaway shot,Jump Shot,20900123,10,4,0,9-Oct,37,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/12,LAL vs. PHX,PHX
Turnaround Fadeaway shot,Jump Shot,20900123,9,4,0,9-Oct,56,15,1,2PT Field Goal,Right Side(R),Mid-Range,2009/11/12,LAL vs. PHX,PHX
Jump Shot,Jump Shot,20900123,9,4,0,9-Oct,10,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2009/11/12,LAL vs. PHX,PHX
Jump Shot,Jump Shot,20900123,8,4,0,9-Oct,48,17,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/12,LAL vs. PHX,PHX
Jump Shot,Jump Shot,20900131,11,1,0,9-Oct,14,12,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/13,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,20900131,9,1,0,9-Oct,15,15,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,7,1,0,9-Oct,33,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,4,1,0,9-Oct,45,16,1,2PT Field Goal,Center(C),Mid-Range,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,3,1,0,9-Oct,24,16,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/13,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,20900131,0,1,0,9-Oct,41,12,1,2PT Field Goal,Left Side(L),Mid-Range,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,0,1,0,9-Oct,13,18,0,2PT Field Goal,Right Side(R),Mid-Range,2009/11/13,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,20900131,8,2,0,9-Oct,14,18,1,2PT Field Goal,Right Side(R),Mid-Range,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,5,2,0,9-Oct,2,21,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,3,2,0,9-Oct,16,12,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,2,2,0,9-Oct,30,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,1,2,0,9-Oct,21,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,0,2,0,9-Oct,44,18,0,2PT Field Goal,Left Side(L),Mid-Range,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,10,3,0,9-Oct,27,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2009/11/13,LAL @ DEN,DEN
Layup Shot,Layup,20900131,5,3,0,9-Oct,48,0,0,2PT Field Goal,Center(C),Restricted Area,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,3,3,0,9-Oct,26,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2009/11/13,LAL @ DEN,DEN
Jump Shot,Jump Shot,20900131,1,3,0,9-Oct,54,23,0,3PT Field Goal,Right Side(R),Right Corner 3,2009/11/13,LAL @ DEN,DEN
